ammonia,arsenic,cadmium,copper,viruses,lead,nitrates,mercury,selenium,uranium,class
10.58,0.06,0.03,0.63,1.0,0.166,8.39,0.002,0.04,0.07,0
24.73,0.57,0.09,0.68,0.996,0.072,4.46,0.008,0.05,0.07,0
4.69,0.29,0.06,0.77,0.38,0.178,6.22,0.007,0.06,0.08,0
27.04,1.03,0.13,0.06,0.11,0.099,6.65,0.002,0.08,0.05,0
6.83,1.0,0.04,1.95,0.993,0.048,15.81,0.0,0.04,0.03,0
18.35,0.16,0.02,1.94,0.11,0.199,5.39,0.001,0.1,0.07,0
28.07,0.97,0.03,1.35,0.995,0.187,3.06,0.007,0.09,0.08,0
5.85,0.98,0.124,1.36,0.998,0.141,3.39,0.004,0.07,0.03,0
29.6,1.0,0.1,0.34,0.998,0.076,7.07,0.003,0.05,0.07,0
15.39,0.99,0.129,1.64,0.999,0.167,10.21,0.005,0.05,0.03,0
18.87,0.99,0.05,1.95,0.992,0.138,15.3,0.001,0.04,0.0,0
18.85,0.95,0.1,1.38,0.994,0.08,10.11,0.007,0.09,0.02,0
18.24,0.92,0.04,1.73,0.16,0.06,15.03,0.01,0.06,0.04,0
17.52,1.029,0.123,1.6,0.13,0.074,1.77,0.002,0.07,0.01,0
6.6,0.97,0.07,0.61,0.3,0.074,11.27,0.007,0.1,0.09,0
15.06,0.27,0.1,1.35,1.0,0.068,15.39,0.003,0.05,0.04,0
3.06,0.98,0.07,0.38,1.0,0.062,13.74,0.01,0.09,0.03,0
4.52,1.0,0.1,1.54,0.994,0.151,9.77,0.004,0.07,0.09,0
26.79,0.88,0.03,1.95,0.46,0.199,14.26,0.004,0.06,0.06,0
1.84,0.99,0.09,1.92,0.996,0.157,17.44,0.003,0.01,0.0,0
10.8,0.99,0.124,0.66,0.992,0.087,18.25,0.0,0.01,0.05,0
21.17,0.97,0.11,1.97,1.0,0.1,4.31,0.006,0.07,0.03,0
29.4,1.0,0.127,1.76,0.997,0.07,15.54,0.001,0.03,0.03,0
0.48,1.029,0.123,0.91,0.2,0.109,2.43,0.009,0.01,0.09,0
24.52,0.99,0.05,0.95,1.0,0.041,11.83,0.006,0.08,0.06,0
8.71,0.33,0.04,1.34,0.35,0.1,16.92,0.007,0.02,0.04,0
29.29,1.03,0.06,0.37,0.32,0.049,7.45,0.001,0.0,0.06,0
21.81,0.94,0.04,0.51,0.991,0.041,16.1,0.009,0.06,0.09,0
21.29,0.98,0.03,0.15,0.995,0.128,16.6,0.001,0.0,0.03,0
19.97,0.69,0.01,1.63,0.994,0.128,15.91,0.008,0.08,0.07,0
15.46,0.94,0.03,0.87,0.37,0.048,12.59,0.005,0.05,0.04,0
25.55,0.98,0.124,0.42,0.03,0.03,8.16,0.004,0.04,0.01,0
10.91,0.96,0.04,1.13,0.45,0.047,13.85,0.003,0.09,0.01,0
13.54,0.93,0.08,1.97,1.0,0.002,8.78,0.002,0.02,0.06,0
14.27,1.0,0.1,1.91,0.999,0.128,6.56,0.005,0.01,0.01,0
3.94,0.43,0.05,0.42,0.28,0.187,10.14,0.002,0.04,0.0,0
24.74,1.01,0.03,0.68,0.05,0.052,10.61,0.01,0.1,0.0,0
2.92,1.029,0.125,0.43,0.38,0.11,1.75,0.008,0.02,0.07,0
25.63,0.95,0.06,1.99,0.999,0.166,15.22,0.002,0.03,0.02,0
18.83,1.01,0.05,0.37,0.05,0.038,5.62,0.009,0.04,0.04,0
27.21,0.97,0.12,1.6,0.37,0.078,12.3,0.001,0.03,0.08,0
15.03,0.15,0.1,1.31,0.11,0.139,18.09,0.01,0.09,0.03,0
2.84,0.97,0.06,1.97,0.11,0.13,5.1,0.005,0.04,0.01,0
17.47,0.97,0.04,1.81,0.26,0.138,12.43,0.006,0.1,0.07,0
12.69,0.99,0.11,1.99,0.35,0.063,11.99,0.01,0.08,0.03,0
28.39,0.94,0.1,1.45,1.0,0.069,0.03,0.003,0.02,0.03,0
7.83,0.05,0.1,1.84,0.37,0.174,14.15,0.003,0.03,0.09,0
22.08,0.99,0.123,1.0,0.995,0.108,19.39,0.002,0.01,0.05,0
22.4,0.2,0.1,1.98,0.06,0.199,11.25,0.01,0.03,0.06,0
27.91,0.99,0.11,1.98,1.0,0.002,3.35,0.009,0.04,0.08,0
27.0,0.93,0.05,1.6,1.0,0.06,16.0,0.005,0.02,0.05,0
21.72,0.99,0.09,1.95,1.0,0.08,17.15,0.002,0.07,0.08,0
12.24,0.53,0.06,1.97,0.992,0.199,18.88,0.002,0.08,0.04,0
16.69,0.99,0.128,0.12,0.996,0.115,7.8,0.002,0.0,0.04,0
8.29,0.92,0.1,1.65,0.29,0.139,1.35,0.006,0.05,0.06,0
6.47,0.99,0.123,0.77,0.07,0.045,2.83,0.008,0.03,0.05,0
15.85,0.58,0.06,1.98,0.997,0.122,5.03,0.004,0.03,0.08,0
25.09,0.96,0.11,1.93,0.26,0.031,12.78,0.009,0.04,0.07,0
10.48,1.0,0.128,0.63,0.994,0.166,8.77,0.002,0.04,0.07,0
12.32,0.37,0.06,0.81,0.28,0.166,1.68,0.006,0.06,0.03,0
23.6,0.93,0.09,0.11,0.997,0.022,3.38,0.006,0.08,0.03,0
27.06,1.02,0.06,0.01,0.14,0.153,11.69,0.008,0.06,0.07,0
16.06,0.82,0.11,1.31,0.995,0.151,11.34,0.01,0.01,0.05,0
11.93,1.02,0.03,0.42,0.991,0.143,12.15,0.004,0.03,0.02,0
22.09,0.99,0.04,0.95,0.997,0.003,1.02,0.002,0.05,0.08,0
22.88,0.35,0.01,1.97,0.996,0.017,15.66,0.005,0.04,0.01,0
11.6,0.97,0.08,1.94,0.39,0.04,8.01,0.008,0.05,0.05,0
12.95,1.01,0.126,1.3,1.0,0.076,6.6,0.009,0.02,0.04,0
22.91,0.97,0.05,1.22,0.5,0.02,2.35,0.008,0.1,0.07,0
9.09,1.01,0.1,0.71,0.992,0.031,10.43,0.004,0.02,0.08,0
21.8,0.97,0.06,0.72,0.47,0.025,18.34,0.003,0.09,0.07,0
3.1,0.24,0.1,0.35,1.0,0.175,5.6,0.008,0.02,0.03,0
28.67,1.0,0.05,0.54,0.998,0.065,11.68,0.005,0.0,0.09,0
19.04,1.01,0.11,1.28,0.999,0.167,0.53,0.006,0.02,0.05,0
29.15,0.93,0.1,1.47,0.997,0.124,7.53,0.0,0.03,0.04,0
7.61,0.01,0.03,0.08,0.06,0.072,11.48,0.002,0.03,0.06,0
3.22,1.029,0.123,0.25,0.1,0.155,15.41,0.003,0.08,0.03,0
13.45,1.01,0.03,0.63,0.41,0.059,0.78,0.0,0.08,0.01,0
23.27,0.99,0.07,0.97,0.29,0.195,18.84,0.004,0.01,0.09,0
24.08,0.98,0.07,0.36,0.2,0.108,18.18,0.0,0.1,0.06,0
10.52,0.97,0.04,1.95,0.26,0.126,1.34,0.003,0.05,0.06,0
28.54,0.98,0.03,0.1,0.993,0.088,3.92,0.007,0.05,0.04,0
9.41,0.91,0.12,0.84,0.998,0.11,13.55,0.0,0.0,0.05,0
1.83,1.01,0.126,1.26,0.996,0.157,17.44,0.003,0.01,0.0,0
28.37,0.07,0.01,0.63,0.08,0.088,11.24,0.003,0.05,0.04,0
5.89,0.99,0.127,1.0,0.32,0.002,3.37,0.002,0.04,0.02,0
18.09,0.96,0.04,0.27,0.07,0.026,2.88,0.004,0.05,0.02,0
13.96,1.0,0.05,0.67,0.11,0.035,16.48,0.003,0.01,0.01,0
1.58,0.94,0.08,1.91,0.45,0.012,5.01,0.005,0.06,0.03,0
19.21,0.31,0.04,0.78,0.04,0.058,18.3,0.008,0.08,0.05,0
27.62,1.02,0.05,1.92,1.0,0.055,13.95,0.008,0.05,0.06,0
13.09,0.14,0.06,0.06,0.25,0.091,9.95,0.002,0.08,0.07,0
13.36,0.94,0.13,1.93,0.997,0.108,6.28,0.0,0.05,0.05,0
10.62,1.03,0.07,1.93,0.992,0.181,6.59,0.007,0.08,0.05,0
15.4,0.82,0.06,0.62,1.0,0.065,9.54,0.004,0.02,0.07,0
5.35,0.99,0.08,1.92,0.38,0.178,7.13,0.007,0.06,0.08,0
23.54,0.99,0.125,0.94,0.44,0.085,3.77,0.007,0.09,0.03,0
27.28,0.17,0.12,0.65,0.993,0.131,7.37,0.005,0.03,0.06,0
24.54,1.01,0.12,0.67,0.998,0.032,1.43,0.002,0.05,0.04,0
20.18,0.95,0.08,1.6,0.13,0.074,1.01,0.002,0.07,0.01,0
12.77,0.97,0.06,1.13,0.24,0.178,12.64,0.001,0.01,0.03,0
3.72,0.04,0.1,1.98,0.999,0.199,1.83,0.009,0.08,0.09,0
20.7,0.98,0.07,1.78,0.37,0.038,7.85,0.005,0.01,0.03,0
22.18,0.63,0.0,1.96,0.995,0.199,18.62,0.002,0.01,0.05,0
0.27,1.02,0.128,1.64,0.994,0.031,8.13,0.002,0.07,0.02,0
13.31,1.01,0.06,1.12,0.13,0.057,5.89,0.001,0.03,0.07,0
20.77,0.98,0.13,1.34,0.38,0.176,17.37,0.0,0.08,0.06,0
10.92,0.14,0.07,1.94,0.11,0.11,2.2,0.006,0.09,0.0,0
21.87,0.97,0.12,0.42,0.28,0.187,10.43,0.002,0.04,0.0,0
20.11,0.95,0.07,1.87,0.999,0.043,7.84,0.008,0.01,0.09,0
29.74,0.52,0.06,1.67,0.995,0.192,17.53,0.009,0.1,0.05,0
12.45,0.96,0.04,1.41,0.999,0.032,12.3,0.002,0.06,0.01,0
22.72,0.99,0.03,0.35,0.46,0.037,9.14,0.002,0.09,0.09,0
7.49,0.99,0.12,0.15,0.25,0.076,17.63,0.002,0.02,0.03,0
3.54,1.02,0.12,1.06,0.19,0.183,18.21,0.002,0.07,0.04,0
26.09,0.98,0.11,0.66,0.993,0.048,6.52,0.005,0.05,0.06,0
16.12,0.99,0.06,0.55,0.43,0.01,11.98,0.001,0.07,0.0,0
3.25,1.02,0.1,1.24,0.997,0.123,2.26,0.003,0.05,0.03,0
26.45,0.15,0.12,1.92,0.4,0.04,13.52,0.007,0.08,0.02,0
18.47,0.94,0.05,1.09,0.49,0.177,3.06,0.004,0.07,0.06,0
27.54,0.96,0.03,1.3,0.996,0.012,9.57,0.008,0.04,0.06,0
11.5,0.97,0.12,1.98,1.0,0.095,14.87,0.004,0.09,0.05,0
7.29,1.02,0.122,0.36,0.999,0.053,12.26,0.008,0.07,0.02,0
7.22,0.98,0.12,0.18,0.992,0.183,5.07,0.009,0.1,0.03,0
1.04,0.59,0.08,1.54,0.992,0.092,14.34,0.007,0.08,0.01,0
29.63,0.98,0.05,0.37,1.0,0.049,7.1,0.001,0.0,0.06,0
26.38,0.94,0.11,0.0,1.0,0.031,8.78,0.001,0.09,0.03,0
29.21,0.98,0.04,1.15,0.992,0.141,13.02,0.007,0.07,0.06,0
7.52,1.02,0.123,1.19,0.998,0.044,11.91,0.003,0.01,0.05,0
11.04,0.98,0.12,1.91,0.06,0.153,15.58,0.002,0.07,0.08,0
0.41,0.99,0.11,0.68,0.27,0.114,14.04,0.009,0.03,0.06,0
27.16,1.02,0.123,1.54,0.36,0.107,6.39,0.006,0.03,0.06,0
23.54,0.98,0.06,0.71,0.999,0.048,6.22,0.005,0.02,0.0,0
18.11,0.99,0.125,0.46,0.994,0.159,1.18,0.001,0.04,0.01,0
20.0,1.02,0.04,1.56,0.23,0.088,9.05,0.009,0.09,0.03,0
5.61,0.99,0.126,1.18,0.21,0.156,5.55,0.005,0.06,0.06,0
5.17,1.01,0.06,1.64,1.0,0.031,7.37,0.002,0.07,0.02,0
2.97,1.01,0.11,0.31,0.999,0.179,5.71,0.005,0.09,0.08,0
15.75,1.02,0.05,1.84,0.24,0.032,1.77,0.001,0.03,0.09,0
13.58,0.93,0.04,1.99,0.13,0.057,6.28,0.001,0.03,0.07,0
16.54,0.96,0.12,0.33,0.996,0.11,6.05,0.002,0.03,0.03,0
16.55,0.99,0.123,0.26,0.997,0.095,16.66,0.001,0.09,0.02,0
0.86,0.97,0.09,1.91,0.16,0.085,11.16,0.006,0.02,0.08,0
7.51,0.97,0.04,0.96,1.0,0.162,3.65,0.005,0.04,0.0,0
3.17,0.94,0.07,0.01,0.992,0.028,3.02,0.009,0.02,0.07,0
7.75,1.01,0.06,1.9,0.996,0.111,3.53,0.0,0.03,0.09,0
15.74,0.78,0.07,1.94,0.999,0.056,10.61,0.005,0.04,0.07,0
4.33,0.98,0.09,1.47,0.07,0.124,4.67,0.001,0.05,0.04,0
19.17,0.96,0.12,1.91,0.994,0.024,16.31,0.002,0.07,0.04,0
27.43,1.0,0.129,1.12,0.42,0.133,6.97,0.003,0.06,0.08,0
21.89,1.0,0.08,1.91,0.997,0.003,1.02,0.002,0.05,0.08,0
3.88,0.37,0.04,1.95,0.06,0.199,11.51,0.003,0.05,0.05,0
1.65,0.96,0.1,1.79,0.0,0.095,14.43,0.001,0.04,0.06,0
7.4,1.02,0.04,1.04,0.01,0.07,7.48,0.009,0.09,0.06,0
9.53,0.94,0.05,0.11,0.17,0.016,18.51,0.009,0.03,0.02,0
21.89,0.51,0.03,1.98,0.994,0.152,9.14,0.008,0.0,0.08,0
10.0,1.02,0.12,0.76,0.3,0.087,2.27,0.001,0.1,0.01,0
13.34,1.02,0.123,0.54,0.17,0.034,11.62,0.003,0.02,0.07,0
1.34,1.01,0.07,0.53,0.998,0.003,6.23,0.005,0.01,0.06,0
23.78,0.95,0.12,0.97,0.23,0.188,17.72,0.002,0.08,0.05,0
6.18,1.02,0.129,0.83,1.0,0.187,2.14,0.009,0.08,0.01,0
28.02,0.97,0.11,1.92,0.999,0.169,7.46,0.001,0.01,0.06,0
21.9,1.01,0.126,1.64,0.21,0.002,12.66,0.002,0.1,0.03,0
25.82,0.94,0.05,1.32,1.0,0.074,17.98,0.003,0.09,0.01,0
4.45,1.0,0.125,1.69,0.995,0.128,16.4,0.002,0.08,0.0,0
21.51,0.65,0.12,0.82,1.0,0.131,19.12,0.006,0.05,0.05,0
4.24,1.0,0.127,1.07,1.0,0.002,11.14,0.009,0.04,0.09,0
2.84,0.61,0.01,0.07,0.45,0.03,0.82,0.007,0.06,0.08,0
9.63,0.95,0.04,1.98,0.999,0.199,11.39,0.006,0.08,0.06,0
5.01,0.18,0.1,1.96,0.992,0.199,15.68,0.001,0.01,0.07,0
22.72,0.99,0.126,1.16,0.998,0.126,12.48,0.008,0.03,0.04,0
2.81,1.01,0.124,0.59,0.07,0.125,3.62,0.005,0.05,0.02,0
10.48,1.0,0.128,0.63,0.994,0.166,8.77,0.002,0.04,0.07,0
20.34,0.99,0.126,0.15,0.995,0.128,16.98,0.001,0.0,0.03,0
5.54,1.0,0.129,0.82,0.23,0.158,3.05,0.001,0.05,0.03,0
3.65,0.95,0.12,0.43,0.38,0.11,1.75,0.008,0.02,0.07,0
0.21,0.51,0.02,1.99,0.998,0.199,15.36,0.01,0.03,0.09,0
10.7,0.11,0.02,1.71,1.0,0.064,0.79,0.009,0.08,0.07,0
10.94,0.11,0.01,1.54,0.997,0.12,1.59,0.005,0.08,0.03,0
11.57,0.94,0.09,1.44,0.42,0.15,7.94,0.007,0.02,0.03,0
24.15,0.98,0.05,1.67,0.992,0.037,8.22,0.003,0.06,0.03,0
27.81,0.03,0.06,1.92,0.1,0.103,16.9,0.007,0.09,0.08,0
27.02,0.94,0.09,1.96,0.991,0.085,1.49,0.005,0.02,0.01,0
5.4,0.96,0.08,1.87,0.994,0.018,9.1,0.005,0.1,0.04,0
10.49,0.99,0.12,0.62,0.999,0.035,6.56,0.001,0.09,0.08,0
24.18,0.97,0.13,1.94,0.999,0.179,8.26,0.006,0.08,0.04,0
20.94,0.98,0.127,0.89,0.994,0.011,3.51,0.0,0.09,0.04,0
27.56,1.02,0.03,0.21,0.992,0.17,6.64,0.004,0.02,0.05,0
28.61,1.01,0.04,1.4,0.21,0.036,18.4,0.0,0.04,0.05,0
1.79,0.77,0.1,1.48,1.0,0.136,7.09,0.006,0.07,0.02,0
8.47,1.029,0.126,0.64,0.24,0.09,10.09,0.004,0.02,0.05,0
24.67,1.03,0.05,1.67,0.41,0.064,8.7,0.002,0.09,0.08,0
0.43,0.95,0.05,1.9,0.992,0.189,4.81,0.003,0.0,0.03,0
15.29,0.97,0.07,1.97,0.27,0.074,8.55,0.003,0.08,0.03,0
29.54,0.98,0.08,1.99,0.33,0.064,5.49,0.004,0.01,0.08,0
13.48,1.02,0.08,1.95,0.29,0.11,18.52,0.006,0.04,0.06,0
21.34,0.96,0.13,1.9,0.08,0.099,4.07,0.003,0.09,0.05,0
6.47,0.99,0.08,1.0,0.32,0.002,3.37,0.002,0.04,0.02,0
2.86,0.93,0.03,0.29,0.991,0.024,2.85,0.004,0.09,0.08,0
26.76,1.01,0.03,1.6,0.37,0.078,11.73,0.001,0.03,0.08,0
10.75,0.99,0.127,0.1,0.16,0.172,8.32,0.007,0.08,0.04,0
12.33,0.31,0.12,1.94,0.3,0.085,4.88,0.005,0.03,0.02,0
15.47,1.01,0.124,0.14,0.997,0.015,18.8,0.007,0.03,0.08,0
24.2,0.99,0.04,1.43,0.0,0.135,2.62,0.006,0.02,0.01,0
1.37,1.01,0.121,1.17,1.0,0.175,18.9,0.009,0.07,0.01,0
21.63,0.22,0.01,0.11,1.0,0.189,5.8,0.009,0.02,0.02,0
23.65,0.93,0.06,0.05,0.996,0.017,15.92,0.005,0.04,0.01,0
6.23,1.029,0.123,0.81,0.997,0.143,6.01,0.005,0.03,0.01,0
7.96,1.02,0.04,1.72,1.0,0.063,0.83,0.001,0.0,0.07,0
6.15,0.97,0.11,0.47,0.2,0.036,12.84,0.004,0.05,0.03,0
22.27,1.01,0.13,0.29,0.4,0.007,9.24,0.007,0.09,0.05,0
7.26,1.01,0.04,1.95,0.14,0.113,6.42,0.003,0.09,0.04,0
8.3,1.0,0.08,0.68,0.44,0.151,1.09,0.003,0.04,0.09,0
20.83,1.0,0.06,0.43,1.0,0.006,7.88,0.0,0.07,0.06,0
29.59,1.03,0.05,1.9,1.0,0.186,1.73,0.003,0.0,0.05,0
0.51,1.02,0.125,1.91,0.16,0.085,11.16,0.006,0.02,0.08,0
27.43,1.0,0.129,1.12,0.42,0.133,6.97,0.003,0.06,0.08,0
8.97,0.91,0.05,0.02,0.07,0.048,6.62,0.002,0.06,0.06,0
1.06,0.67,0.03,0.2,0.994,0.103,4.13,0.006,0.02,0.02,0
13.82,0.63,0.05,0.36,1.0,0.162,7.57,0.004,0.08,0.01,0
18.88,1.02,0.06,1.6,0.992,0.138,14.82,0.001,0.04,0.0,0
29.55,0.98,0.06,0.34,0.27,0.141,14.43,0.004,0.04,0.04,0
6.32,0.99,0.05,0.11,0.02,0.198,11.41,0.009,0.07,0.05,0
2.36,1.0,0.04,1.99,0.993,0.167,13.91,0.009,0.09,0.04,0
22.26,0.96,0.11,1.33,0.997,0.193,10.41,0.008,0.01,0.02,0
29.4,0.96,0.11,1.7,0.49,0.102,8.74,0.007,0.06,0.04,0
21.28,1.02,0.07,1.96,1.0,0.192,8.96,0.002,0.02,0.07,0
24.02,0.96,0.06,1.98,0.996,0.001,6.13,0.004,0.03,0.01,0
1.04,0.14,0.02,1.94,0.992,0.199,13.62,0.007,0.08,0.01,0
8.95,1.0,0.11,1.47,0.996,0.189,7.48,0.004,0.07,0.04,0
5.05,0.98,0.05,1.6,0.39,0.16,0.85,0.0,0.07,0.07,0
17.69,0.99,0.1,1.94,0.25,0.034,6.71,0.004,0.02,0.02,0
7.36,0.25,0.04,0.56,1.0,0.009,9.4,0.002,0.08,0.01,0
13.97,0.97,0.07,0.82,0.991,0.113,19.5,0.004,0.08,0.03,0
26.89,1.01,0.1,1.91,1.0,0.009,17.95,0.005,0.01,0.07,0
4.19,1.01,0.125,0.61,0.992,0.12,10.58,0.001,0.01,0.01,0
13.87,0.99,0.12,0.54,0.17,0.034,11.62,0.003,0.02,0.07,0
21.56,1.029,0.128,0.06,0.11,0.099,7.65,0.002,0.08,0.05,0
10.61,0.95,0.09,1.97,0.37,0.094,1.68,0.0,0.06,0.04,0
29.28,1.0,0.09,0.24,1.0,0.17,11.98,0.005,0.03,0.01,0
2.35,0.95,0.12,1.99,0.46,0.165,10.35,0.009,0.03,0.04,0
24.88,0.96,0.04,0.95,0.996,0.046,7.32,0.004,0.04,0.08,0
5.5,0.79,0.02,0.57,0.41,0.054,17.24,0.002,0.03,0.02,0
29.53,0.94,0.13,0.51,0.34,0.101,9.31,0.003,0.08,0.0,0
6.57,0.99,0.08,0.19,0.997,0.08,17.25,0.002,0.07,0.08,0
7.83,0.24,0.0,1.05,0.25,0.081,10.43,0.001,0.01,0.07,0
3.05,0.36,0.06,1.16,0.11,0.152,6.47,0.004,0.04,0.01,0
29.71,1.03,0.13,1.93,0.49,0.102,8.86,0.007,0.06,0.04,0
10.86,1.01,0.11,0.09,0.998,0.068,3.51,0.0,0.08,0.07,0
24.23,0.94,0.06,1.92,1.0,0.0,2.68,0.005,0.04,0.04,0
15.06,1.03,0.07,0.43,0.31,0.018,17.96,0.002,0.09,0.04,0
29.74,0.98,0.09,1.25,1.0,0.103,19.13,0.004,0.03,0.01,0
2.45,1.02,0.13,1.79,0.0,0.095,15.38,0.001,0.04,0.06,0
24.65,0.97,0.04,1.94,0.05,0.052,10.61,0.01,0.1,0.0,0
23.97,0.97,0.12,1.23,0.992,0.108,5.54,0.006,0.04,0.09,0
18.19,1.01,0.11,0.86,0.996,0.155,10.48,0.0,0.08,0.05,0
28.41,1.02,0.129,0.55,0.997,0.112,18.9,0.003,0.09,0.08,0
27.77,0.96,0.05,0.81,1.0,0.166,2.12,0.006,0.06,0.03,0
13.93,1.01,0.07,1.94,0.35,0.158,9.42,0.005,0.04,0.04,0
0.64,0.85,0.1,1.99,0.23,0.056,17.59,0.008,0.08,0.02,0
0.61,0.64,0.1,1.91,0.16,0.085,10.25,0.006,0.02,0.08,0
25.61,1.01,0.05,1.59,0.994,0.099,2.3,0.009,0.03,0.04,0
27.76,0.99,0.05,1.96,0.998,0.065,12.17,0.005,0.0,0.09,0
24.63,0.96,0.1,1.97,0.994,0.199,18.63,0.005,0.03,0.04,0
11.97,1.01,0.04,0.2,0.995,0.025,1.91,0.008,0.05,0.01,0
2.2,0.96,0.12,1.92,0.03,0.004,14.17,0.007,0.0,0.08,0
18.87,0.96,0.04,1.93,1.0,0.134,14.25,0.01,0.03,0.07,0
3.86,0.95,0.08,1.98,0.991,0.051,5.08,0.003,0.08,0.02,0
2.05,1.02,0.11,0.57,0.08,0.103,9.2,0.009,0.03,0.08,0
20.33,0.6,0.09,0.85,0.23,0.181,10.85,0.01,0.07,0.09,0
3.74,0.71,0.06,1.83,0.992,0.047,8.38,0.002,0.05,0.02,0
15.0,0.99,0.1,1.96,0.37,0.048,13.1,0.005,0.05,0.04,0
29.26,0.97,0.03,1.24,0.993,0.173,15.89,0.009,0.03,0.03,0
22.03,1.01,0.122,0.53,0.26,0.07,2.98,0.004,0.04,0.06,0
7.75,0.97,0.12,1.62,0.07,0.103,10.54,0.008,0.08,0.04,0
22.07,0.74,0.05,1.9,0.48,0.178,7.49,0.001,0.05,0.02,0
1.34,0.72,0.06,0.17,0.45,0.012,4.36,0.005,0.06,0.03,0
29.59,1.0,0.08,1.93,0.998,0.037,1.58,0.004,0.0,0.05,0
13.34,1.02,0.11,1.69,0.45,0.107,11.91,0.001,0.01,0.04,0
26.8,0.95,0.07,0.25,0.992,0.023,2.69,0.007,0.09,0.01,0
19.87,1.0,0.11,1.64,0.36,0.046,10.28,0.004,0.04,0.08,0
26.8,1.02,0.123,0.56,0.01,0.104,5.21,0.002,0.02,0.06,0
16.87,1.0,0.06,1.93,0.28,0.1,16.93,0.009,0.06,0.07,0
28.8,0.99,0.129,1.2,0.36,0.113,12.88,0.0,0.07,0.01,0
26.65,0.94,0.11,1.98,0.995,0.059,13.61,0.003,0.09,0.0,0
11.2,0.53,0.07,1.94,0.32,0.002,6.83,0.003,0.07,0.03,0
3.64,1.0,0.09,0.24,0.05,0.038,14.98,0.001,0.05,0.04,0
29.67,1.02,0.07,1.96,0.999,0.111,10.57,0.006,0.06,0.03,0
27.23,1.0,0.13,1.4,0.992,0.055,10.36,0.004,0.05,0.03,0
9.24,0.39,0.06,1.39,0.995,0.038,18.44,0.002,0.05,0.04,0
21.18,0.98,0.05,1.92,0.997,0.022,3.75,0.006,0.08,0.03,0
25.81,0.96,0.1,0.04,0.995,0.163,6.26,0.01,0.1,0.08,0
25.49,0.99,0.12,1.82,0.992,0.119,8.62,0.003,0.07,0.06,0
5.79,0.99,0.122,0.65,0.3,0.099,18.6,0.002,0.01,0.06,0
1.08,0.96,0.07,1.34,0.38,0.176,18.34,0.0,0.08,0.06,0
28.6,0.99,0.12,1.98,0.48,0.01,10.01,0.007,0.05,0.03,0
9.33,0.94,0.1,1.89,0.48,0.024,15.99,0.004,0.09,0.01,0
10.0,0.56,0.02,1.91,0.992,0.182,18.71,0.001,0.07,0.05,0
7.34,1.0,0.125,0.28,0.13,0.05,17.02,0.006,0.08,0.04,0
6.11,0.96,0.01,0.62,0.993,0.048,14.91,0.0,0.04,0.03,0
29.48,1.0,0.128,0.69,0.997,0.061,3.88,0.008,0.0,0.01,0
21.66,0.74,0.08,0.06,1.0,0.099,6.95,0.002,0.08,0.05,0
19.25,0.99,0.08,1.96,0.34,0.112,12.0,0.009,0.1,0.07,0
26.54,0.3,0.07,0.51,0.0,0.108,12.62,0.008,0.06,0.05,0
5.83,0.95,0.04,0.37,0.31,0.18,19.05,0.001,0.04,0.04,0
23.28,0.69,0.03,1.96,0.12,0.168,8.41,0.006,0.03,0.07,0
12.05,0.94,0.07,1.91,0.998,0.172,11.74,0.008,0.1,0.07,0
15.14,0.93,0.04,1.24,0.993,0.173,15.72,0.009,0.03,0.03,0
18.47,1.01,0.123,1.9,0.995,0.167,12.33,0.003,0.01,0.07,0
6.07,0.08,0.11,0.86,0.16,0.146,4.38,0.006,0.01,0.02,0
2.62,0.98,0.06,1.48,0.31,0.136,7.17,0.006,0.07,0.02,0
0.67,1.02,0.121,0.39,0.995,0.157,3.66,0.01,0.06,0.04,0
23.23,1.02,0.129,1.95,0.999,0.185,18.04,0.009,0.01,0.08,0
16.56,0.97,0.08,1.9,0.23,0.042,18.09,0.006,0.05,0.01,0
25.46,0.97,0.08,1.76,0.2,0.006,11.6,0.004,0.0,0.04,0
29.59,0.27,0.12,0.04,0.994,0.193,15.25,0.0,0.0,0.08,0
18.03,0.69,0.07,0.01,0.997,0.1,15.49,0.0,0.08,0.05,0
1.13,1.02,0.12,1.92,0.21,0.163,13.34,0.0,0.05,0.01,0
10.74,1.01,0.05,0.28,0.992,0.181,15.26,0.002,0.07,0.05,0
28.77,0.97,0.07,1.98,1.0,0.038,12.47,0.009,0.03,0.06,0
12.23,0.93,0.08,0.55,0.997,0.098,11.02,0.008,0.09,0.05,0
18.33,0.96,0.05,0.5,0.2,0.007,9.56,0.004,0.0,0.05,0
7.3,0.8,0.01,1.97,0.997,0.125,0.72,0.006,0.02,0.05,0
27.89,1.0,0.129,0.1,0.993,0.088,3.92,0.007,0.05,0.04,0
18.6,0.93,0.04,1.99,1.0,0.019,7.07,0.005,0.07,0.09,0
18.0,1.0,0.06,1.95,0.999,0.043,8.55,0.008,0.01,0.09,0
14.63,0.45,0.07,1.92,0.06,0.199,19.26,0.005,0.01,0.02,0
13.65,0.9,0.08,1.92,0.996,0.028,18.43,0.0,0.05,0.01,0
13.46,0.97,0.04,1.94,0.15,0.135,1.9,0.007,0.0,0.08,0
2.41,0.98,0.12,1.9,0.992,0.115,16.47,0.002,0.01,0.06,0
8.46,0.95,0.11,1.65,0.29,0.139,1.54,0.006,0.05,0.06,0
16.13,0.99,0.09,1.91,0.995,0.151,11.44,0.01,0.01,0.05,0
